user_id,item_id,action,price,created_at
175,93,purchase,116.21,2025-07-06T19:25:23.094492
99,78,view,181.41,2025-07-21T05:49:56.094492
193,3,view,13.69,2025-08-03T13:20:11.094492
165,45,view,91.78,2025-08-11T09:15:23.094492
94,88,cart,154.42,2025-05-28T09:34:03.094492
185,11,view,167.28,2025-08-16T03:27:08.094492
99,57,view,47.88,2025-06-17T05:39:02.094492
28,60,cart,74.34,2025-06-15T21:48:40.094492
21,33,view,152.77,2025-06-02T09:37:53.094492
93,54,view,21.82,2025-08-19T02:17:35.094492
1,12,view,103.89,2025-07-05T02:59:07.094492
138,92,view,168.24,2025-05-25T17:45:28.094492
171,62,view,38.61,2025-07-25T18:06:47.094492
187,58,click,98.96,2025-06-28T00:25:19.094492
124,29,cart,68.68,2025-08-06T23:03:42.094492
166,59,view,30.49,2025-07-07T12:50:16.094492
126,97,view,84.04,2025-08-10T06:40:32.094492
136,84,view,135.83,2025-05-26T20:59:12.094492
38,79,view,64.09,2025-08-04T13:44:41.094492
183,86,cart,80.92,2025-07-29T07:04:12.094492
80,65,purchase,37.56,2025-08-13T18:15:52.094492
136,30,view,7.52,2025-06-15T06:24:15.094492
111,42,view,9.54,2025-05-31T17:10:35.094492
17,31,view,46.37,2025-06-21T22:20:08.094492
164,28,view,119.53,2025-08-16T09:07:49.094492
18,91,view,128.58,2025-06-15T20:17:13.094492
130,72,view,44.67,2025-06-28T15:15:46.094492
78,36,click,176.14,2025-07-20T03:22:56.094492
133,54,click,142.13,2025-06-12T07:37:58.094492
16,38,click,28.91,2025-06-28T21:10:31.094492
169,26,view,33.3,2025-06-17T19:07:59.094492
84,78,view,174.99,2025-07-06T06:17:59.094492
149,34,cart,164.08,2025-08-04T20:36:37.094492
181,12,view,153.77,2025-06-29T15:17:16.094492
69,22,view,78.04,2025-07-14T13:36:15.094492
8,100,cart,94.87,2025-08-04T22:47:25.094492
17,80,cart,67.66,2025-07-25T13:31:40.094492
130,55,view,171.35,2025-08-14T11:06:57.094492
176,63,view,181.17,2025-06-19T14:33:38.094492
31,63,view,146.39,2025-06-04T14:25:47.094492
85,76,view,179.63,2025-06-03T19:22:19.094492
187,45,click,189.12,2025-08-16T12:04:27.094492
104,59,click,125.12,2025-07-22T19:47:43.094492
155,46,view,160.89,2025-05-28T03:36:00.094492
179,46,view,126.2,2025-07-21T09:13:58.094492
135,19,view,9.47,2025-07-06T00:07:44.094492
64,55,view,163.43,2025-06-25T04:54:58.094492
180,47,view,156.23,2025-07-08T14:33:18.094492
109,99,view,138.52,2025-07-08T11:10:09.094492
161,51,view,176.04,2025-06-09T20:09:27.094492
160,2,view,30.06,2025-08-18T16:25:45.094492
149,1,click,199.97,2025-07-18T22:20:49.094492
22,58,view,82.05,2025-08-18T18:21:31.094492
31,30,view,168.63,2025-07-28T18:35:30.094492
12,28,click,94.11,2025-06-24T13:47:28.094492
107,33,view,95.75,2025-05-25T15:01:05.094492
193,33,click,186.21,2025-06-28T13:33:14.094492
47,98,view,159.89,2025-06-23T06:47:24.094492
181,27,view,54.62,2025-08-01T22:50:26.094492
61,14,view,179.65,2025-06-05T01:29:42.094492
198,39,view,183.78,2025-07-07T19:02:11.094492
113,32,view,94.17,2025-08-10T06:29:05.094492
38,30,view,73.22,2025-08-11T06:02:42.094492
135,80,view,142.31,2025-08-15T13:16:11.094492
153,46,view,138.93,2025-08-19T09:52:17.094492
113,25,click,71.98,2025-05-28T10:46:03.094492
59,59,view,191.55,2025-06-08T22:34:40.094492
38,66,view,106.58,2025-06-29T04:28:19.094492
168,20,view,193.14,2025-06-09T21:26:50.094492
180,56,view,64.34,2025-08-12T07:11:03.094492
173,59,view,90.45,2025-07-31T23:23:40.094492
66,8,view,127.27,2025-08-04T09:38:42.094492
102,52,view,126.51,2025-07-23T23:59:44.094492
167,15,cart,96.41,2025-06-12T15:10:31.094492
115,15,view,66.9,2025-07-10T06:40:14.094492
103,37,view,167.05,2025-06-17T00:19:53.094492
21,65,purchase,46.8,2025-07-12T03:22:25.094492
117,89,click,194.3,2025-08-19T12:31:23.094492
173,14,view,165.19,2025-06-05T02:40:30.094492
196,82,purchase,80.29,2025-06-28T19:31:17.094492
176,84,view,15.31,2025-06-12T14:41:56.094492
106,6,view,82.53,2025-05-28T15:27:29.094492
40,79,view,85.64,2025-07-23T00:08:53.094492
193,25,view,97.99,2025-06-01T07:50:15.094492
171,68,view,62.86,2025-07-25T10:46:23.094492
186,24,view,138.33,2025-07-04T15:59:11.094492
149,26,view,80.85,2025-07-05T07:45:01.094492
117,71,view,40.2,2025-05-28T04:10:55.094492
65,3,view,47.0,2025-05-30T16:16:04.094492
15,67,view,79.94,2025-08-12T20:18:24.094492
70,51,view,187.73,2025-06-08T16:05:52.094492
116,46,click,16.17,2025-08-16T10:51:43.094492
151,35,click,75.72,2025-07-01T00:55:54.094492
92,99,view,19.0,2025-08-15T02:01:37.094492
3,58,click,31.09,2025-05-28T17:16:48.094492
75,99,cart,196.93,2025-07-19T06:42:35.094492
52,42,click,163.23,2025-07-13T05:37:22.094492
141,27,view,154.97,2025-06-08T11:43:36.094492
72,54,view,182.71,2025-08-15T01:18:14.094492
18,10,view,167.43,2025-06-24T03:49:12.094492
172,80,view,108.44,2025-07-09T03:51:00.094492
162,86,click,114.86,2025-06-06T00:52:59.094492
63,24,view,46.3,2025-08-07T19:44:39.094492
94,97,view,60.2,2025-07-08T10:27:43.094492
178,38,view,24.11,2025-07-28T23:57:18.094492
105,39,view,163.95,2025-08-06T04:24:45.094492
36,92,cart,182.65,2025-08-17T15:05:54.094492
136,57,click,39.08,2025-08-11T03:00:04.094492
95,47,view,156.45,2025-08-12T14:18:07.094492
56,9,view,161.19,2025-06-01T00:32:30.094492
144,84,click,33.19,2025-05-30T13:49:05.094492
124,18,view,160.34,2025-06-30T16:53:52.094492
191,30,view,57.5,2025-07-31T02:36:11.094492
188,92,click,37.7,2025-07-12T11:57:33.094492
41,13,view,74.19,2025-06-04T02:09:20.094492
131,57,view,106.96,2025-07-14T13:39:23.094492
132,69,view,28.22,2025-08-20T12:22:16.094492
99,81,view,8.95,2025-05-29T22:28:22.094492
31,56,view,25.29,2025-07-04T09:22:09.094492
185,2,view,106.0,2025-06-28T14:18:09.094492
80,60,click,181.07,2025-08-17T10:22:24.094492
134,51,view,34.87,2025-08-08T12:52:39.094492
91,12,cart,86.14,2025-05-29T09:34:34.094492
71,92,view,112.05,2025-08-20T06:29:21.094492
160,64,view,178.55,2025-07-26T13:10:01.094492
83,71,view,137.53,2025-07-11T22:11:55.094492
11,34,view,31.73,2025-07-21T13:34:23.094492
188,24,view,65.21,2025-06-27T12:31:36.094492
135,81,click,10.69,2025-07-16T23:08:21.094492
172,30,view,199.64,2025-08-15T19:34:47.094492
29,91,view,129.87,2025-08-03T20:13:11.094492
120,32,click,148.03,2025-07-06T08:14:16.094492
162,79,cart,57.99,2025-06-25T15:46:02.094492
139,75,view,187.72,2025-07-11T13:10:00.094492
164,14,click,80.4,2025-05-31T00:58:22.094492
149,81,cart,160.59,2025-06-01T22:58:51.094492
95,47,click,195.47,2025-07-30T21:10:43.094492
147,31,view,6.07,2025-08-15T19:07:59.094492
1,100,view,170.31,2025-07-25T17:36:16.094492
56,20,view,83.07,2025-08-04T23:42:33.094492
27,7,cart,189.33,2025-07-13T16:46:55.094492
115,59,view,160.44,2025-08-12T07:56:23.094492
115,53,view,64.36,2025-06-15T13:23:25.094492
193,53,view,126.16,2025-07-18T11:43:23.094492
104,9,view,157.34,2025-05-28T14:32:09.094492
112,17,view,176.58,2025-07-28T07:16:39.094492
85,76,view,89.06,2025-08-09T15:46:25.094492
178,25,view,102.93,2025-06-03T04:29:01.094492
101,49,click,110.66,2025-08-05T21:20:58.094492
33,21,view,112.42,2025-08-19T12:09:58.094492
187,29,view,26.57,2025-08-21T10:02:25.094492
55,39,view,28.46,2025-08-06T20:43:09.094492
166,64,view,142.03,2025-07-10T17:11:15.094492
155,13,view,185.75,2025-07-07T06:52:23.094492
40,57,view,60.97,2025-07-03T09:07:29.094492
165,32,view,189.24,2025-08-21T06:02:09.094492
10,61,view,50.34,2025-07-01T17:45:34.094492
47,29,view,58.8,2025-05-27T00:44:52.094492
104,13,cart,114.85,2025-06-28T00:27:44.094492
186,2,view,140.42,2025-06-02T13:56:49.094492
36,5,view,46.45,2025-07-10T04:22:23.094492
22,27,view,60.69,2025-05-29T21:32:52.094492
103,53,click,70.86,2025-07-03T07:04:35.094492
104,79,click,91.48,2025-06-25T10:31:37.094492
157,12,view,48.02,2025-08-20T05:29:05.094492
186,10,click,111.67,2025-06-12T08:17:31.094492
64,35,view,184.82,2025-06-20T12:03:24.094492
48,85,click,180.61,2025-06-26T18:05:00.094492
104,57,view,195.66,2025-06-27T15:10:14.094492
53,95,click,38.66,2025-06-21T20:54:15.094492
105,13,click,143.63,2025-06-10T12:52:15.094492
52,34,view,44.85,2025-07-28T23:12:47.094492
36,33,view,162.88,2025-08-13T02:12:54.094492
11,41,view,30.26,2025-07-21T01:33:15.094492
32,93,view,67.12,2025-07-21T17:25:22.094492
195,97,view,44.79,2025-07-06T13:30:36.094492
138,32,click,20.53,2025-07-27T14:17:58.094492
25,89,view,184.94,2025-08-06T23:01:58.094492
5,17,click,172.25,2025-06-19T04:32:40.094492
182,5,view,120.91,2025-07-01T19:11:40.094492
13,95,view,12.29,2025-06-01T18:09:32.094492
155,77,click,26.05,2025-07-02T15:26:10.094492
2,76,view,31.71,2025-08-03T18:19:35.094492
166,3,view,38.09,2025-06-03T06:25:38.094492
197,4,view,189.72,2025-06-13T18:53:46.094492
17,73,click,42.17,2025-07-09T17:50:03.094492
53,77,view,122.19,2025-06-30T19:43:00.094492
145,80,view,55.43,2025-05-31T16:30:28.094492
148,72,view,20.4,2025-07-19T15:44:29.094492
126,2,cart,74.36,2025-07-27T17:15:13.094492
10,90,view,180.5,2025-08-18T09:24:46.094492
28,51,view,29.95,2025-07-29T22:05:16.094492
186,85,view,123.0,2025-06-05T21:18:21.094492
21,61,view,11.28,2025-05-31T00:39:42.094492
132,49,view,187.69,2025-07-31T21:14:56.094492
96,31,view,149.53,2025-08-11T13:50:44.094492
24,34,cart,179.12,2025-06-26T14:24:02.094492
184,80,view,159.93,2025-07-28T21:45:33.094492
177,17,view,120.78,2025-06-04T07:30:26.094492
198,100,click,70.16,2025-06-29T00:50:09.094492
17,99,view,132.7,2025-08-21T00:50:45.094492
141,52,click,113.58,2025-06-26T00:19:44.094492
74,91,click,85.13,2025-06-12T10:00:31.094492
132,78,view,74.58,2025-06-06T11:38:41.094492
59,36,view,168.82,2025-06-04T11:41:41.094492
91,94,view,96.66,2025-07-19T15:46:23.094492
45,88,view,189.57,2025-06-05T15:33:32.094492
67,77,view,169.11,2025-07-15T21:01:56.094492
107,47,view,110.85,2025-06-14T02:38:46.094492
167,15,view,115.31,2025-06-24T20:21:15.094492
194,54,click,48.33,2025-07-30T03:06:44.094492
22,47,view,142.8,2025-08-20T13:47:36.094492
171,31,view,182.88,2025-07-17T10:23:25.094492
182,86,view,103.07,2025-06-19T11:44:46.094492
138,10,cart,57.57,2025-05-31T15:29:32.094492
123,90,view,144.83,2025-06-25T03:09:31.094492
61,14,view,187.7,2025-06-08T06:46:18.094492
75,42,click,114.99,2025-06-10T18:40:16.094492
121,14,view,137.98,2025-06-13T01:19:50.094492
150,33,view,15.56,2025-08-16T06:51:01.094492
1,80,view,48.02,2025-06-28T16:13:20.094492
72,97,click,9.65,2025-06-27T10:11:13.094492
132,20,view,150.77,2025-07-15T16:23:14.094492
45,55,view,187.38,2025-06-25T18:53:00.094492
163,98,click,141.29,2025-07-28T21:18:44.094492
35,12,view,79.41,2025-08-10T21:43:06.094492
190,92,cart,11.31,2025-07-03T15:06:39.094492
198,85,view,177.47,2025-07-07T05:12:07.094492
87,83,purchase,50.26,2025-05-31T11:31:40.094492
43,11,view,71.25,2025-06-03T14:42:20.094492
24,16,view,132.49,2025-07-06T20:52:41.094492
18,73,click,138.91,2025-06-03T05:59:07.094492
111,67,view,7.98,2025-06-06T09:01:39.094492
86,27,view,146.26,2025-06-13T16:44:53.094492
104,33,view,5.48,2025-06-07T03:42:27.094492
52,48,view,158.76,2025-05-31T10:57:54.094492
8,12,click,89.5,2025-05-29T12:41:40.094492
186,10,view,76.13,2025-05-26T17:00:31.094492
83,23,view,95.6,2025-07-17T20:00:18.094492
2,59,view,199.62,2025-06-11T21:43:58.094492
22,95,view,96.75,2025-07-03T07:09:20.094492
62,23,purchase,187.67,2025-08-11T13:22:40.094492
71,69,view,161.2,2025-07-04T13:41:17.094492
82,74,view,71.96,2025-08-07T15:54:29.094492
82,91,view,45.75,2025-06-25T03:07:56.094492
73,84,view,197.24,2025-08-16T13:07:36.094492
28,63,view,55.12,2025-07-04T17:21:26.094492
138,14,cart,39.17,2025-06-18T23:32:15.094492
49,6,view,19.94,2025-08-15T08:22:57.094492
97,38,click,137.84,2025-07-24T11:30:07.094492
163,43,view,32.94,2025-06-04T13:47:00.094492
126,7,click,131.91,2025-08-08T07:10:02.094492
196,55,view,128.8,2025-07-29T06:49:18.094492
12,78,view,115.58,2025-07-23T23:03:31.094492
157,32,view,160.58,2025-08-14T22:59:44.094492
129,82,view,192.63,2025-06-28T10:57:29.094492
22,10,view,31.16,2025-08-20T15:39:45.094492
114,68,view,84.66,2025-06-03T16:15:45.094492
31,13,cart,138.33,2025-05-26T19:35:45.094492
149,51,cart,47.62,2025-06-09T03:44:29.094492
167,73,click,85.36,2025-08-12T13:12:49.094492
188,33,click,124.95,2025-06-28T19:58:16.094492
85,52,view,92.65,2025-06-02T01:35:05.094492
112,21,view,130.28,2025-06-06T13:46:13.094492
131,17,view,194.38,2025-05-26T23:15:55.094492
114,50,view,171.01,2025-06-29T09:07:40.094492
20,66,view,71.34,2025-07-17T15:02:22.094492
119,32,view,164.8,2025-07-09T01:44:10.094492
171,50,view,35.6,2025-05-23T20:27:47.094492
22,61,view,59.71,2025-07-21T10:45:09.094492
122,86,cart,104.8,2025-06-19T20:52:31.094492
87,94,click,182.99,2025-07-26T01:33:30.094492
172,2,click,25.52,2025-07-22T17:43:42.094492
100,15,click,17.1,2025-08-14T12:48:13.094492
11,99,view,15.8,2025-08-06T18:39:18.094492
92,22,view,93.88,2025-06-19T09:30:56.094492
154,43,view,108.21,2025-05-28T16:12:13.094492
90,69,view,21.0,2025-06-18T11:13:44.094492
65,43,view,53.57,2025-06-07T13:49:21.094492
42,35,click,115.82,2025-08-14T07:56:12.094492
2,96,view,81.25,2025-08-05T22:04:40.094492
75,98,view,111.49,2025-06-13T17:13:30.094492
54,83,view,44.54,2025-06-08T11:05:33.094492
127,58,click,120.34,2025-07-26T04:38:30.094492
144,41,view,105.08,2025-06-17T14:44:18.094492
91,25,view,61.68,2025-07-06T16:50:07.094492
36,78,purchase,5.75,2025-07-08T16:55:56.094492
18,55,view,148.77,2025-06-15T04:54:45.094492
125,85,view,68.45,2025-06-28T22:04:22.094492
120,1,view,41.67,2025-08-15T10:45:16.094492
41,7,view,142.1,2025-05-28T10:12:29.094492
144,34,view,176.96,2025-08-13T22:28:50.094492
131,38,view,179.45,2025-06-23T10:30:29.094492
51,59,view,43.73,2025-06-09T17:21:55.094492
169,38,view,133.54,2025-08-13T23:38:50.094492
118,90,view,162.76,2025-07-19T19:35:42.094492
88,20,view,78.61,2025-06-25T23:53:17.094492
32,95,view,107.8,2025-07-15T14:10:55.094492
92,12,view,9.78,2025-05-29T06:08:16.094492
189,44,view,66.47,2025-06-08T13:56:08.094492
18,26,click,21.2,2025-07-04T00:59:49.094492
144,87,cart,27.14,2025-05-30T08:23:05.094492
47,71,view,106.79,2025-07-26T10:19:08.094492
42,74,view,33.38,2025-07-15T07:57:04.094492
95,92,view,57.06,2025-08-11T07:30:02.094492
180,8,view,119.3,2025-08-09T19:07:21.094492
7,63,view,107.75,2025-07-11T23:32:21.094492
115,48,view,113.79,2025-08-18T16:41:31.094492
1,88,view,72.01,2025-07-19T00:09:36.094492
28,82,view,10.65,2025-07-14T13:45:56.094492
43,69,view,134.48,2025-07-31T12:49:59.094492
166,87,view,129.81,2025-08-14T22:39:16.094492
145,88,click,118.32,2025-06-30T08:09:24.094492
56,97,click,29.1,2025-08-01T23:52:37.094492
139,78,view,166.9,2025-07-25T06:51:46.094492
110,88,cart,144.15,2025-07-01T16:35:24.094492
181,96,view,93.08,2025-06-30T12:56:48.094492
187,53,cart,70.38,2025-07-09T03:20:00.094492
54,15,view,81.72,2025-05-24T00:21:28.094492
185,66,click,92.24,2025-06-04T21:58:03.094492
145,4,click,98.5,2025-06-26T11:14:25.094492
122,92,view,116.67,2025-05-29T05:01:36.094492
29,31,view,62.7,2025-06-22T06:53:39.094492
178,45,view,149.2,2025-07-10T03:54:26.094492
49,36,view,12.77,2025-08-18T18:34:15.094492
193,77,view,141.31,2025-06-15T09:43:50.094492
101,80,view,36.84,2025-07-14T10:48:36.094492
77,42,click,26.16,2025-08-03T07:39:55.094492
148,2,view,112.67,2025-07-21T09:36:51.094492
122,7,cart,188.48,2025-07-10T08:23:44.094492
73,70,cart,116.87,2025-06-22T09:19:27.094492
9,44,view,155.6,2025-07-12T04:53:19.094492
125,57,click,135.8,2025-07-13T13:36:59.094492
39,20,view,107.27,2025-07-05T04:32:33.094492
61,62,view,41.13,2025-08-10T14:53:48.094492
183,54,click,166.8,2025-07-18T15:52:47.094492
53,56,cart,78.52,2025-06-20T08:11:04.094492
170,19,view,91.34,2025-08-10T15:19:12.094492
122,69,click,185.33,2025-08-13T01:52:56.094492
116,67,view,86.72,2025-08-05T00:12:30.094492
165,13,view,143.03,2025-06-25T05:30:18.094492
196,79,purchase,48.42,2025-07-19T20:43:50.094492
178,69,view,111.01,2025-07-21T12:42:16.094492
60,52,click,11.67,2025-06-28T14:05:45.094492
70,60,view,54.09,2025-08-01T17:58:46.094492
5,59,view,86.22,2025-07-29T06:16:06.094492
88,56,view,5.56,2025-07-01T23:57:19.094492
144,58,purchase,199.49,2025-08-16T11:59:18.094492
180,2,view,132.74,2025-07-31T23:40:31.094492
87,66,view,53.39,2025-07-12T00:51:39.094492
13,6,view,15.51,2025-06-15T20:35:36.094492
89,15,view,123.21,2025-07-15T14:23:57.094492
134,28,view,37.38,2025-07-05T13:45:23.094492
106,93,view,143.58,2025-08-09T18:43:14.094492
106,53,cart,131.67,2025-06-12T14:32:49.094492
88,98,click,137.63,2025-07-11T08:04:47.094492
54,59,click,59.32,2025-07-24T08:47:36.094492
24,22,click,182.69,2025-07-26T14:30:51.094492
190,4,view,81.81,2025-07-20T15:36:52.094492
49,71,view,118.62,2025-07-21T00:44:34.094492
30,72,view,134.96,2025-07-04T05:53:51.094492
179,44,view,107.94,2025-06-21T14:27:10.094492
139,42,view,128.89,2025-08-08T15:46:36.094492
118,69,view,94.35,2025-06-20T04:37:43.094492
71,38,view,80.3,2025-05-25T11:22:37.094492
52,72,view,6.28,2025-06-12T08:35:57.094492
26,1,click,143.8,2025-06-21T18:02:04.094492
60,33,view,144.58,2025-06-11T07:06:48.094492
149,49,view,50.48,2025-07-13T09:16:57.094492
15,98,click,182.5,2025-06-28T11:23:31.094492
115,60,view,122.97,2025-06-23T09:43:46.094492
90,53,view,185.94,2025-07-07T08:20:52.094492
80,22,view,169.89,2025-06-05T09:15:49.094492
62,44,view,152.84,2025-06-10T19:01:24.094492
22,31,click,151.46,2025-06-13T08:36:22.094492
172,56,view,72.47,2025-08-20T08:51:14.094492
191,21,view,195.35,2025-05-26T02:03:27.094492
43,60,view,18.93,2025-07-16T14:33:21.094492
120,33,click,75.75,2025-06-18T22:41:39.094492
24,48,view,129.36,2025-08-20T16:44:28.094492
65,49,view,193.33,2025-07-28T22:48:22.094492
113,14,cart,11.24,2025-06-16T03:14:53.094492
103,66,view,158.39,2025-07-09T18:53:22.094492
90,50,view,55.96,2025-08-01T22:40:54.094492
197,81,view,59.33,2025-07-21T09:34:48.094492
55,15,view,103.68,2025-08-13T10:32:56.094492
154,54,view,101.52,2025-05-27T11:11:29.094492
140,63,view,167.7,2025-06-20T20:18:25.094492
36,82,view,24.2,2025-05-31T04:00:18.094492
175,97,view,58.19,2025-07-22T11:00:39.094492
37,82,view,126.69,2025-06-09T00:39:44.094492
12,27,view,29.32,2025-07-22T02:57:13.094492
36,14,view,37.41,2025-08-09T03:55:26.094492
50,53,view,130.25,2025-08-14T05:41:05.094492
130,76,view,29.66,2025-05-27T01:20:54.094492
78,77,click,93.31,2025-05-28T21:03:30.094492
189,81,cart,179.46,2025-05-31T09:33:13.094492
43,39,view,90.83,2025-06-28T14:27:02.094492
3,15,click,48.41,2025-06-30T07:44:06.094492
113,87,view,187.53,2025-06-25T04:07:13.094492
52,72,view,19.02,2025-06-23T23:47:17.094492
64,36,view,139.03,2025-06-10T00:54:55.094492
174,61,view,181.05,2025-08-10T21:37:55.094492
187,10,view,182.12,2025-07-20T00:26:31.094492
21,97,click,40.77,2025-06-26T01:25:22.094492
78,9,view,149.34,2025-05-24T20:56:22.094492
184,68,cart,177.08,2025-08-06T01:11:06.094492
160,86,view,14.7,2025-06-11T17:57:22.094492
4,70,click,121.71,2025-08-17T18:19:05.094492
111,40,view,30.74,2025-06-25T03:32:30.094492
58,98,click,69.24,2025-06-07T04:23:01.094492
141,66,click,166.05,2025-05-26T04:20:49.094492
40,96,view,136.42,2025-06-07T05:46:44.094492
169,62,view,41.36,2025-07-27T23:49:09.094492
3,25,view,137.06,2025-08-06T12:54:15.094492
11,44,click,119.44,2025-06-12T22:42:40.094492
180,75,view,173.46,2025-05-30T19:45:16.094492
39,37,view,176.98,2025-06-08T05:56:36.094492
171,46,view,44.68,2025-06-24T09:17:37.094492
10,94,view,19.66,2025-06-22T09:03:50.094492
125,36,view,195.05,2025-07-11T01:28:00.094492
157,5,view,44.29,2025-06-16T04:53:23.094492
36,41,view,6.45,2025-07-07T19:12:53.094492
83,78,cart,18.72,2025-07-09T02:09:06.094492
12,5,click,56.43,2025-06-02T04:39:56.094492
84,88,view,73.41,2025-06-20T16:32:28.094492
143,94,view,71.1,2025-05-31T08:08:00.094492
185,84,cart,193.07,2025-06-23T15:38:04.094492
137,21,click,140.69,2025-05-26T01:24:19.094492
115,52,view,190.33,2025-06-11T15:56:34.094492
17,46,click,165.92,2025-05-27T16:30:42.094492
183,30,view,84.1,2025-06-29T05:52:18.094492
28,61,view,12.26,2025-07-16T15:20:52.094492
159,16,view,103.95,2025-08-09T12:47:24.094492
84,53,view,150.61,2025-07-25T12:58:20.094492
10,2,click,163.63,2025-07-12T03:35:16.094492
145,89,click,46.09,2025-08-09T21:11:45.094492
10,15,view,128.53,2025-08-14T04:33:12.094492
72,4,view,69.58,2025-07-29T09:05:58.094492
83,46,view,60.37,2025-06-14T09:31:09.094492
184,67,view,91.47,2025-07-23T19:19:58.094492
79,41,view,71.55,2025-08-06T03:51:28.094492
9,32,view,111.66,2025-06-09T21:26:35.094492
183,90,view,109.97,2025-06-01T09:08:25.094492
136,94,view,140.89,2025-08-16T09:17:44.094492
45,38,view,90.28,2025-08-09T13:08:04.094492
94,21,view,84.33,2025-05-29T20:02:14.094492
15,28,view,158.83,2025-08-21T07:51:00.094492
18,8,view,61.72,2025-07-04T05:06:39.094492
120,81,view,134.56,2025-06-01T02:32:18.094492
118,82,click,131.97,2025-08-04T14:08:50.094492
156,67,view,89.2,2025-07-15T06:50:09.094492
62,9,view,159.34,2025-06-10T09:55:03.094492
73,16,view,100.74,2025-08-01T15:00:41.094492
75,62,click,124.86,2025-07-29T23:18:32.094492
49,94,view,32.78,2025-07-24T20:58:30.094492
192,5,view,177.83,2025-07-21T14:02:24.094492
147,7,view,129.69,2025-07-28T02:07:11.094492
111,9,view,172.95,2025-08-20T17:27:33.094492
35,17,view,153.44,2025-08-04T14:45:48.094492
174,46,view,38.31,2025-06-26T23:35:16.094492
184,55,view,86.44,2025-08-10T08:23:02.094492
72,18,view,167.13,2025-06-05T21:53:54.094492
139,94,click,140.63,2025-08-01T10:39:25.094492
109,38,view,103.98,2025-08-03T16:58:30.094492
104,33,view,93.02,2025-06-06T06:10:10.094492
151,62,view,77.01,2025-06-06T02:05:04.094492
57,45,view,143.78,2025-06-08T20:29:42.094492
87,71,click,73.83,2025-07-05T07:57:08.094492
